@Title PanneDemonology
@BPM 177
@Bar 4/4
@Offset 2689

@Start Lunatic
0,
200211211211,
200211211211,
2000100000101001,
1011111111111111,//49
100100100100200200200211,
21112222,
1010101020202121,
2111211121112111,
211111111111,
111111111111,
111111111111,
111111111111,
211111111111,
211111111111,
211111111111,
211111111111,
2,
00000022,
2122122122121022,
2122122122121022,
2010101010102120,
11110111,
21111120,
2000200021112111,
21211212,
11211121,
11222121,
12211212,
2000201021102010,
2000201021102010,
2000202021102020,
2010102011102020,
20212202,
11212202,
11222121,
12221212,
2010102021102010,
1010102021200000,
2000201021202020,
2022022011112020,
21212120,
2010201021112010,
21212222,
2020202020222020,
21111211,
1011111021112000,
22,
200000000000000002222000,
21212120,
0021112021211010,
100100100100100100100100100100100100100100101010,
101010100100100100100100100100100100100100100100,
21111221,
1011111021112000,
22,
2002,
21212121,
20211222,
21212121,
21212212,
12222222,
12122222,
12222222,
2111211120002000,
2010202010202222,
2000002020220120,
21221212,
10222000,
20220120,
20202220,
21212121,
2010101011102010,
2010202010202222,
2000002010210220,
21221212,
10222000,
20220120,
220220000000200200200000,
21212121,
2011011021112020,
21212121,
20211222,
21212121,
21212212,
12222222,
12122222,
12222222,
2111211120002000,
2,
00000002,
2,
@End Lunatic
